camera,segment,kind,frame,onnx_score,native_score,score_delta,iou
lfw,all,rgb,rgb/Herb_Sendek_0001.ppm,0.960879,0.960879,0.000e0,1.000000
lfw,all,rgb,rgb/Herb_Sendek_0002.ppm,0.907548,0.907548,1.788e-7,1.000000
lfw,all,rgb,rgb/Herb_Sendek_0003.ppm,0.939951,0.939951,1.192e-7,1.000000
lfw,all,rgb,rgb/Herb_Sendek_0004.ppm,0.937993,0.937993,1.192e-7,1.000000
lfw,all,rgb,rgb/Herbert_Haupt_0001.ppm,0.902793,0.902794,1.192e-7,1.000000
lfw,all,rgb,rgb/Herbie_Hancock_0001.ppm,0.955274,0.955274,0.000e0,1.000000
lfw,all,rgb,rgb/Herman_Edwards_0001.ppm,0.879938,0.879938,0.000e0,1.000000
lfw,all,rgb,rgb/Herman_Moore_0001.ppm,0.941626,0.941626,0.000e0,1.000000
lfw,all,rgb,rgb/Hermando_Harton_0001.ppm,0.901994,0.901994,0.000e0,1.000000
lfw,all,rgb,rgb/Hermann_Maier_0001.ppm,0.897892,0.897892,1.192e-7,1.000000
lfw,all,rgb,rgb/Hermann_Maier_0002.ppm,0.903689,0.903689,0.000e0,1.000000
lfw,all,rgb,rgb/Hermes_Gamonal_0001.ppm,0.960179,0.960179,0.000e0,1.000000
lfw,all,rgb,rgb/Hermogenes_Ebdane_Jr_0001.ppm,0.960396,0.960396,0.000e0,1.000000
lfw,all,rgb,rgb/Hernan_Crespo_0001.ppm,0.958060,0.958060,0.000e0,1.000000
lfw,all,rgb,rgb/Hernan_Diaz_0001.ppm,0.905108,0.905108,5.960e-8,1.000000
lfw,all,rgb,rgb/Herta_Daeubler-Gmelin_0001.ppm,0.942144,0.942144,1.192e-7,1.000000
lfw,all,rgb,rgb/Herta_Daeubler-Gmelin_0002.ppm,0.929067,0.929066,5.960e-8,0.999999
lfw,all,rgb,rgb/Hestrie_Cloette_0001.ppm,0.943436,0.943436,1.192e-7,1.000000
lfw,all,rgb,rgb/Hichiro_Naemura_0001.ppm,0.936025,0.936025,0.000e0,1.000000
lfw,all,rgb,rgb/Hichiro_Naemura_0002.ppm,0.904219,0.904219,5.960e-8,1.000000
lfw,all,rgb,rgb/Hideki_Matsui_0001.ppm,0.934586,0.934586,0.000e0,1.000000
lfw,all,rgb,rgb/Hideki_Matsui_0002.ppm,0.955102,0.955102,0.000e0,1.000000
lfw,all,rgb,rgb/Hideki_Sato_0001.ppm,0.924471,0.924471,0.000e0,1.000000
lfw,all,rgb,rgb/Hidetoshi_Nakata_0001.ppm,0.917271,0.917271,0.000e0,1.000000
lfw,all,rgb,rgb/Hikmat_al-Azzawi_0001.ppm,0.919755,0.919755,1.192e-7,1.000000
lfw,all,rgb,rgb/Hilary_Duff_0001.ppm,0.943218,0.943218,0.000e0,1.000000
lfw,all,rgb,rgb/Hilary_Duff_0002.ppm,0.891244,0.891244,1.192e-7,1.000000
lfw,all,rgb,rgb/Hilary_Duff_0003.ppm,0.920573,0.920573,1.788e-7,1.000000
lfw,all,rgb,rgb/Hilary_McKay_0001.ppm,0.921552,0.921552,0.000e0,1.000000
lfw,all,rgb,rgb/Hilda_Fortune_0001.ppm,0.908098,0.908098,0.000e0,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0001.ppm,0.936841,0.936841,0.000e0,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0002.ppm,0.964211,0.964211,0.000e0,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0003.ppm,0.910662,0.910662,0.000e0,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0004.ppm,0.940641,0.940641,0.000e0,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0005.ppm,0.958697,0.958697,0.000e0,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0006.ppm,0.861690,0.861690,5.960e-8,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0007.ppm,0.939380,0.939380,1.192e-7,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0008.ppm,0.952594,0.952594,0.000e0,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0009.ppm,0.947661,0.947661,0.000e0,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0010.ppm,0.884234,0.884234,0.000e0,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0011.ppm,0.919217,0.919217,0.000e0,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0012.ppm,0.891505,0.891505,0.000e0,1.000000
lfw,all,rgb,rgb/Hillary_Clinton_0013.ppm,0.963592,0.963592,0.000e0,0.999999
lfw,all,rgb,rgb/Hillary_Clinton_0014.ppm,0.929702,0.929702,1.192e-7,1.000000
lfw,all,rgb,rgb/Hilmi_Akin_Zorlu_0001.ppm,0.945706,0.945706,5.960e-8,1.000000
lfw,all,rgb,rgb/Hilmi_Ozkok_0001.ppm,0.934985,0.934985,0.000e0,1.000000
lfw,all,rgb,rgb/Hilmi_Ozkok_0002.ppm,0.929412,0.929412,1.192e-7,1.000000
lfw,all,rgb,rgb/Himmler_Rebu_0001.ppm,0.863657,0.863657,1.192e-7,1.000000
lfw,all,rgb,rgb/Hipolito_Mejia_0001.ppm,0.919715,0.919715,0.000e0,1.000000
lfw,all,rgb,rgb/Hipolito_Mejia_0002.ppm,0.937195,0.937195,0.000e0,1.000000
lfw,all,rgb,rgb/Hipolito_Mejia_0003.ppm,0.932508,0.932508,1.192e-7,1.000000
lfw,all,rgb,rgb/Hipolito_Mejia_0004.ppm,0.935779,0.935779,0.000e0,0.999999
lfw,all,rgb,rgb/Hiroki_Gomi_0001.ppm,0.928733,0.928733,0.000e0,1.000000
lfw,all,rgb,rgb/Hiroyuki_Yoshino_0001.ppm,0.977169,0.977169,0.000e0,1.000000
lfw,all,rgb,rgb/Hisao_Oguchi_0001.ppm,0.939489,0.939489,0.000e0,1.000000
lfw,all,rgb,rgb/Hisao_Oguchi_0002.ppm,0.957485,0.957485,0.000e0,1.000000
lfw,all,rgb,rgb/Hisashi_Owada_0001.ppm,0.931565,0.931565,0.000e0,1.000000
lfw,all,rgb,rgb/Hisham_Halawi_0001.ppm,0.908518,0.908518,0.000e0,1.000000
lfw,all,rgb,rgb/Hitomi_Soga_0001.ppm,0.926677,0.926677,0.000e0,0.999999
lfw,all,rgb,rgb/Hitomi_Soga_0002.ppm,0.960179,0.960179,0.000e0,1.000000
lfw,all,rgb,rgb/Hitomi_Soga_0003.ppm,0.937986,0.937986,5.960e-8,1.000000
lfw,all,rgb,rgb/Hitomi_Soga_0004.ppm,0.982222,0.982222,0.000e0,1.000000
lfw,all,rgb,rgb/Hitomi_Soga_0005.ppm,0.952094,0.952094,0.000e0,1.000000
lfw,all,rgb,rgb/Hitoshi_Oshitani_0001.ppm,0.962597,0.962597,0.000e0,1.000000
lfw,all,rgb,rgb/Hitoshi_Tanaka_0001.ppm,0.945646,0.945646,0.000e0,1.000000
lfw,all,rgb,rgb/Hoda_Asfor_0001.ppm,0.806580,0.806580,5.960e-8,1.000000
lfw,all,rgb,rgb/Holly_Hunter_0001.ppm,0.925921,0.925921,0.000e0,1.000000
lfw,all,rgb,rgb/Holly_Hunter_0002.ppm,0.937565,0.937565,0.000e0,1.000000
lfw,all,rgb,rgb/Holly_Hunter_0003.ppm,0.927299,0.927299,1.192e-7,1.000000
lfw,all,rgb,rgb/Holly_Hunter_0004.ppm,0.923042,0.923041,1.788e-7,1.000000
lfw,all,rgb,rgb/Holly_Hunter_0005.ppm,0.945310,0.945310,0.000e0,1.000000
lfw,all,rgb,rgb/Holly_Hunter_0006.ppm,0.923472,0.923472,0.000e0,1.000000
lfw,all,rgb,rgb/Holly_Hunter_0007.ppm,0.947914,0.947914,0.000e0,1.000000
lfw,all,rgb,rgb/Holly_Robinson_Peete_0001.ppm,0.973075,0.973075,0.000e0,1.000000
lfw,all,rgb,rgb/Hong_Myung_0001.ppm,0.914548,0.914548,0.000e0,1.000000
lfw,all,rgb,rgb/Hootie_Johnson_0001.ppm,0.908358,0.908359,1.192e-7,1.000000
lfw,all,rgb,rgb/Hootie_Johnson_0002.ppm,0.925295,0.925295,0.000e0,1.000000
lfw,all,rgb,rgb/Horace_Donovan_Reid_0001.ppm,0.937552,0.937552,0.000e0,1.000000
lfw,all,rgb,rgb/Horace_Newcomb_0001.ppm,0.949063,0.949063,5.960e-8,1.000000
lfw,all,rgb,rgb/Horacio_Julio_Pina_0001.ppm,0.920372,0.920372,0.000e0,1.000000
lfw,all,rgb,rgb/Horacio_de_Jesus_Montoya_0001.ppm,0.950589,0.950589,1.192e-7,1.000000
lfw,all,rgb,rgb/Horst_Koehler_0001.ppm,0.938558,0.938558,0.000e0,1.000000
lfw,all,rgb,rgb/Horst_Koehler_0002.ppm,0.926521,0.926521,0.000e0,1.000000
lfw,all,rgb,rgb/Horst_Koehler_0003.ppm,0.887882,0.887882,1.192e-7,1.000000
lfw,all,rgb,rgb/Hosni_Mubarak_0001.ppm,0.929542,0.929542,0.000e0,1.000000
lfw,all,rgb,rgb/Hosni_Mubarak_0002.ppm,0.929052,0.929052,0.000e0,1.000000
lfw,all,rgb,rgb/Hosni_Mubarak_0003.ppm,0.912381,0.912381,0.000e0,1.000000
lfw,all,rgb,rgb/Hosni_Mubarak_0004.ppm,0.938390,0.938390,1.192e-7,1.000000
lfw,all,rgb,rgb/Hosni_Mubarak_0005.ppm,0.955520,0.955520,0.000e0,1.000000
lfw,all,rgb,rgb/Hosni_Mubarak_0006.ppm,0.965969,0.965969,0.000e0,0.999999
lfw,all,rgb,rgb/Hosni_Mubarak_0007.ppm,0.892088,0.892088,0.000e0,1.000000
lfw,all,rgb,rgb/Hosni_Mubarak_0008.ppm,0.911987,0.911987,0.000e0,0.999999
lfw,all,rgb,rgb/Hosni_Mubarak_0009.ppm,0.914129,0.914129,0.000e0,1.000000
lfw,all,rgb,rgb/Howard_Dean_0001.ppm,0.944624,0.944624,0.000e0,1.000000
lfw,all,rgb,rgb/Howard_Dean_0002.ppm,0.941307,0.941307,0.000e0,1.000000
lfw,all,rgb,rgb/Howard_Dean_0003.ppm,0.948084,0.948084,0.000e0,0.999999
lfw,all,rgb,rgb/Howard_Dean_0004.ppm,0.904975,0.904975,1.192e-7,1.000000
lfw,all,rgb,rgb/Howard_Dean_0005.ppm,0.850489,0.850489,5.960e-8,1.000000
lfw,all,rgb,rgb/Howard_Dean_0006.ppm,0.933857,0.933857,0.000e0,0.999999
lfw,all,rgb,rgb/Howard_Dean_0007.ppm,0.930141,0.930141,0.000e0,1.000000
lfw,all,rgb,rgb/Howard_Dean_0008.ppm,0.934864,0.934864,0.000e0,0.999999
lfw,all,rgb,rgb/Howard_Dean_0009.ppm,0.945863,0.945863,0.000e0,1.000000
lfw,all,rgb,rgb/Howard_Dean_0010.ppm,0.899290,0.899290,0.000e0,0.999999
lfw,all,rgb,rgb/Howard_Dean_0011.ppm,0.896742,0.896742,1.192e-7,1.000000
lfw,all,rgb,rgb/Howard_Dean_0012.ppm,0.911286,0.911286,0.000e0,1.000000
lfw,all,rgb,rgb/Howard_Ross_0001.ppm,0.940264,0.940263,1.192e-7,1.000000
lfw,all,rgb,rgb/Howard_Schultz_0001.ppm,0.928070,0.928070,0.000e0,1.000000
lfw,all,rgb,rgb/Howard_Schultz_0002.ppm,0.900763,0.900762,1.192e-7,1.000000
lfw,all,rgb,rgb/Howard_Smith_0001.ppm,0.907151,0.907151,0.000e0,1.000000
lfw,all,rgb,rgb/Howard_Smith_0002.ppm,0.898285,0.898285,0.000e0,1.000000
lfw,all,rgb,rgb/Howard_Stern_0001.ppm,0.887577,0.887577,1.788e-7,1.000000
lfw,all,rgb,rgb/Howard_Stringer_0001.ppm,0.903619,0.903619,0.000e0,1.000000
lfw,all,rgb,rgb/Howard_Wilkinson_0001.ppm,0.956931,0.956931,1.192e-7,1.000000
lfw,all,rgb,rgb/Hrithik_Roshan_0001.ppm,0.959673,0.959673,5.960e-8,0.999999
lfw,all,rgb,rgb/Hu_Jintao_0001.ppm,0.939278,0.939278,5.960e-8,0.999999
lfw,all,rgb,rgb/Hu_Jintao_0002.ppm,0.950143,0.950143,0.000e0,0.999999
lfw,all,rgb,rgb/Hu_Jintao_0003.ppm,0.947932,0.947932,0.000e0,1.000000
lfw,all,rgb,rgb/Hu_Jintao_0004.ppm,0.959158,0.959158,0.000e0,0.999999
lfw,all,rgb,rgb/Hu_Jintao_0005.ppm,0.979856,0.979856,0.000e0,1.000000
lfw,all,rgb,rgb/Hu_Jintao_0006.ppm,0.961158,0.961158,5.960e-8,1.000000
lfw,all,rgb,rgb/Hu_Jintao_0007.ppm,0.976653,0.976653,0.000e0,1.000000
lfw,all,rgb,rgb/Hu_Jintao_0008.ppm,0.967011,0.967011,1.192e-7,1.000000
lfw,all,rgb,rgb/Hu_Jintao_0009.ppm,0.952373,0.952373,0.000e0,1.000000
lfw,all,rgb,rgb/Hu_Jintao_0010.ppm,0.958542,0.958542,0.000e0,0.999999
lfw,all,rgb,rgb/Hu_Jintao_0011.ppm,0.916732,0.916732,1.192e-7,1.000000
lfw,all,rgb,rgb/Hu_Jintao_0012.ppm,0.945538,0.945538,0.000e0,0.999999
lfw,all,rgb,rgb/Hu_Jintao_0013.ppm,0.960933,0.960933,0.000e0,1.000000
lfw,all,rgb,rgb/Hu_Jintao_0014.ppm,0.944237,0.944238,1.192e-7,0.999999
lfw,all,rgb,rgb/Hu_Jintao_0015.ppm,0.962360,0.962360,0.000e0,1.000000
lfw,all,rgb,rgb/Hu_Maoyuan_0001.ppm,0.949436,0.949436,1.192e-7,1.000000
lfw,all,rgb,rgb/Huan_Chung_Yi_0001.ppm,0.909936,0.909936,1.192e-7,1.000000
lfw,all,rgb,rgb/Huang_Suey-Sheng_0001.ppm,0.976521,0.976521,0.000e0,1.000000
lfw,all,rgb,rgb/Hubert_Green_0001.ppm,0.908439,0.908438,1.192e-7,1.000000
lfw,all,rgb,rgb/Hubie_Brown_0001.ppm,0.949976,0.949976,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugh_Campbell_0001.ppm,0.939975,0.939975,0.000e0,1.000000
lfw,all,rgb,rgb/Hugh_Carey_0001.ppm,0.908631,0.908631,0.000e0,0.999999
lfw,all,rgb,rgb/Hugh_Grant_0001.ppm,0.931395,0.931395,0.000e0,1.000000
lfw,all,rgb,rgb/Hugh_Grant_0002.ppm,0.954179,0.954179,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugh_Grant_0003.ppm,0.910769,0.910769,0.000e0,1.000000
lfw,all,rgb,rgb/Hugh_Grant_0004.ppm,0.924013,0.924013,0.000e0,1.000000
lfw,all,rgb,rgb/Hugh_Grant_0005.ppm,0.931393,0.931393,0.000e0,1.000000
lfw,all,rgb,rgb/Hugh_Grant_0006.ppm,0.934465,0.934465,0.000e0,1.000000
lfw,all,rgb,rgb/Hugh_Grant_0007.ppm,0.837830,0.837830,5.960e-8,1.000000
lfw,all,rgb,rgb/Hugh_Grant_0008.ppm,0.952059,0.952059,0.000e0,1.000000
lfw,all,rgb,rgb/Hugh_Grant_0009.ppm,0.932376,0.932376,0.000e0,1.000000
lfw,all,rgb,rgb/Hugh_Hefner_0001.ppm,0.958606,0.958606,0.000e0,0.999999
lfw,all,rgb,rgb/Hugh_Jessiman_0001.ppm,0.912432,0.912432,0.000e0,1.000000
lfw,all,rgb,rgb/Hugh_Miller_0001.ppm,0.916520,0.916520,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0001.ppm,0.911649,0.911649,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0002.ppm,0.878165,0.878165,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0003.ppm,0.921199,0.921199,5.960e-8,0.999999
lfw,all,rgb,rgb/Hugo_Chavez_0004.ppm,0.923539,0.923539,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0005.ppm,0.929671,0.929671,5.960e-8,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0006.ppm,0.951843,0.951843,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0007.ppm,0.964959,0.964959,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0008.ppm,0.885314,0.885314,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0009.ppm,0.961506,0.961506,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0010.ppm,0.901917,0.901917,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0011.ppm,0.939381,0.939381,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0012.ppm,0.927522,0.927522,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0013.ppm,0.946354,0.946354,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0014.ppm,0.922320,0.922320,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0015.ppm,0.941857,0.941857,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0016.ppm,0.904955,0.904955,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0017.ppm,0.948703,0.948703,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0018.ppm,0.902422,0.902422,1.192e-7,0.999999
lfw,all,rgb,rgb/Hugo_Chavez_0019.ppm,0.925034,0.925034,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0020.ppm,0.922634,0.922634,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0021.ppm,0.942449,0.942449,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0022.ppm,0.872096,0.872096,5.960e-8,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0023.ppm,0.950697,0.950697,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0024.ppm,0.915825,0.915825,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0025.ppm,0.937020,0.937020,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0026.ppm,0.929391,0.929391,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0027.ppm,0.927934,0.927934,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0028.ppm,0.943047,0.943047,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0029.ppm,0.931327,0.931327,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0030.ppm,0.911195,0.911195,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0031.ppm,0.968603,0.968603,5.960e-8,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0032.ppm,0.908297,0.908297,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0033.ppm,0.936868,0.936868,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0034.ppm,0.924678,0.924678,2.384e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0035.ppm,0.950507,0.950507,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0036.ppm,0.935034,0.935034,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0037.ppm,0.970175,0.970175,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0038.ppm,0.881152,0.881152,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0039.ppm,0.845203,0.845203,1.788e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0040.ppm,0.931950,0.931950,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0041.ppm,0.952641,0.952641,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0042.ppm,0.938787,0.938787,0.000e0,0.999999
lfw,all,rgb,rgb/Hugo_Chavez_0043.ppm,0.899630,0.899630,5.960e-8,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0044.ppm,0.925189,0.925189,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0045.ppm,0.960429,0.960429,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0046.ppm,0.928111,0.928111,5.960e-8,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0047.ppm,0.915585,0.915585,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0048.ppm,0.943407,0.943407,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0049.ppm,0.898503,0.898503,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0050.ppm,0.935040,0.935040,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0051.ppm,0.957574,0.957574,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0052.ppm,0.961314,0.961314,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0053.ppm,0.936979,0.936979,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0054.ppm,0.930282,0.930282,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0055.ppm,0.932188,0.932188,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0056.ppm,0.934637,0.934637,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0057.ppm,0.920574,0.920574,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0058.ppm,0.907082,0.907082,1.192e-7,0.999999
lfw,all,rgb,rgb/Hugo_Chavez_0059.ppm,0.959474,0.959474,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0060.ppm,0.930417,0.930417,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0061.ppm,0.952723,0.952723,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0062.ppm,0.952996,0.952996,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0063.ppm,0.881299,0.881299,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0064.ppm,0.913554,0.913554,5.960e-8,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0065.ppm,0.934560,0.934560,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0066.ppm,0.912026,0.912026,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0067.ppm,0.946570,0.946570,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0068.ppm,0.894605,0.894605,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0069.ppm,0.887984,0.887984,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0070.ppm,0.931953,0.931953,0.000e0,1.000000
lfw,all,rgb,rgb/Hugo_Chavez_0071.ppm,0.892870,0.892870,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Colace_0001.ppm,0.940651,0.940651,1.192e-7,1.000000
lfw,all,rgb,rgb/Hugo_Conte_0001.ppm,0.842306,0.842306,5.960e-8,1.000000
lfw,all,rgb,rgb/Humberto_Coelho_0001.ppm,0.927721,0.927721,0.000e0,1.000000
lfw,all,rgb,rgb/Humberto_Espinoza_0001.ppm,0.940213,0.940213,0.000e0,1.000000
lfw,all,rgb,rgb/Hun_Sen_0001.ppm,0.928750,0.928750,0.000e0,1.000000
lfw,all,rgb,rgb/Hun_Sen_0002.ppm,0.935493,0.935493,0.000e0,1.000000
lfw,all,rgb,rgb/Hun_Sen_0003.ppm,0.914324,0.914324,0.000e0,1.000000
lfw,all,rgb,rgb/Hun_Sen_0004.ppm,0.918557,0.918557,1.192e-7,1.000000
lfw,all,rgb,rgb/Hung_Wan-ting_0001.ppm,0.910450,0.910450,0.000e0,1.000000
lfw,all,rgb,rgb/Hunter_Bates_0001.ppm,0.931320,0.931320,5.960e-8,0.999999
lfw,all,rgb,rgb/Hunter_Kemper_0001.ppm,0.846767,0.846767,0.000e0,1.000000
lfw,all,rgb,rgb/Hushiar_Zebari_0001.ppm,0.964894,0.964894,0.000e0,1.000000
lfw,all,rgb,rgb/Hussam_Mohammed_Amin_0001.ppm,0.955770,0.955770,0.000e0,1.000000
lfw,all,rgb,rgb/Hussein_Malik_0001.ppm,0.916978,0.916978,5.960e-8,1.000000
lfw,all,rgb,rgb/Hutomo_Mandala_Putra_0001.ppm,0.947436,0.947436,0.000e0,1.000000
lfw,all,rgb,rgb/Hwang_Doo-yun_0001.ppm,0.956093,0.956093,1.192e-7,1.000000
lfw,all,rgb,rgb/Iain_Anderson_0001.ppm,0.973973,0.973973,1.192e-7,1.000000
lfw,all,rgb,rgb/Iain_Duncan_Smith_0001.ppm,0.944286,0.944286,0.000e0,1.000000
lfw,all,rgb,rgb/Iain_Duncan_Smith_0002.ppm,0.943709,0.943709,0.000e0,1.000000
lfw,all,rgb,rgb/Iain_Duncan_Smith_0003.ppm,0.966850,0.966850,0.000e0,1.000000
lfw,all,rgb,rgb/Iain_Duncan_Smith_0004.ppm,0.967879,0.967880,2.384e-7,1.000000
lfw,all,rgb,rgb/Iain_Richmond_0001.ppm,0.962629,0.962629,5.960e-8,1.000000
lfw,all,rgb,rgb/Ian_Campbell_0001.ppm,0.939341,0.939341,0.000e0,1.000000
lfw,all,rgb,rgb/Ian_Gillan_0001.ppm,0.940610,0.940610,0.000e0,1.000000
lfw,all,rgb,rgb/Ian_Huntley_0001.ppm,0.990591,0.990591,0.000e0,1.000000
lfw,all,rgb,rgb/Ian_Knop_0001.ppm,0.909291,0.909291,0.000e0,1.000000
lfw,all,rgb,rgb/Ian_McKellen_0001.ppm,0.928007,0.928007,1.192e-7,1.000000
lfw,all,rgb,rgb/Ian_McKellen_0002.ppm,0.896117,0.896117,0.000e0,1.000000
lfw,all,rgb,rgb/Ian_McKellen_0003.ppm,0.921036,0.921036,0.000e0,0.999999
lfw,all,rgb,rgb/Ian_Moran_0001.ppm,0.961709,0.961709,0.000e0,1.000000
lfw,all,rgb,rgb/Ian_Smith_0001.ppm,0.921320,0.921321,1.192e-7,1.000000
lfw,all,rgb,rgb/Ian_Thorpe_0001.ppm,0.923737,0.923737,0.000e0,1.000000
lfw,all,rgb,rgb/Ian_Thorpe_0002.ppm,0.939234,0.939234,0.000e0,1.000000
lfw,all,rgb,rgb/Ian_Thorpe_0003.ppm,0.916735,0.916735,1.192e-7,1.000000
lfw,all,rgb,rgb/Ian_Thorpe_0004.ppm,0.923983,0.923983,0.000e0,1.000000
lfw,all,rgb,rgb/Ian_Thorpe_0005.ppm,0.920057,0.920057,0.000e0,1.000000
lfw,all,rgb,rgb/Ian_Thorpe_0006.ppm,0.921640,0.921640,5.960e-8,1.000000
lfw,all,rgb,rgb/Ian_Thorpe_0007.ppm,0.878121,0.878121,0.000e0,1.000000
lfw,all,rgb,rgb/Ian_Thorpe_0008.ppm,0.931172,0.931172,0.000e0,1.000000
lfw,all,rgb,rgb/Ian_Thorpe_0009.ppm,0.908925,0.908925,1.192e-7,1.000000
lfw,all,rgb,rgb/Ian_Thorpe_0010.ppm,0.865370,0.865370,1.788e-7,1.000000
lfw,all,rgb,rgb/Ian_Wilmut_0001.ppm,0.903910,0.903910,0.000e0,1.000000
lfw,all,rgb,rgb/Iban_Mayo_0001.ppm,0.942605,0.942605,0.000e0,1.000000
lfw,all,rgb,rgb/Iban_Mayo_0002.ppm,0.942661,0.942661,0.000e0,1.000000
lfw,all,rgb,rgb/Ibrahim_Al-Marashi_0001.ppm,0.940066,0.940066,0.000e0,1.000000
lfw,all,rgb,rgb/Ibrahim_Haddad_0001.ppm,0.908842,0.908842,0.000e0,1.000000
lfw,all,rgb,rgb/Ibrahim_Hilal_0001.ppm,0.958671,0.958671,1.192e-7,1.000000
