camera,segment,kind,frame,ear_left,ear_right,blink_left,blink_right,jaw_open,brow_inner_up
lfw,all,rgb,rgb/Gray_Davis_0013.ppm,0.1828,0.1760,0.3310,0.3146,0.1867,0.0001
lfw,all,rgb,rgb/Gray_Davis_0014.ppm,0.2737,0.2651,0.2111,0.1518,0.1700,0.0002
lfw,all,rgb,rgb/Gray_Davis_0015.ppm,0.3292,0.3198,0.1073,0.0830,0.3743,0.0001
lfw,all,rgb,rgb/Gray_Davis_0016.ppm,0.2664,0.2314,0.2463,0.1520,0.0241,0.0001
lfw,all,rgb,rgb/Gray_Davis_0017.ppm,0.2671,0.2815,0.1728,0.2239,0.2651,0.0000
lfw,all,rgb,rgb/Gray_Davis_0018.ppm,0.2707,0.3271,0.1762,0.1708,0.2715,0.0011
lfw,all,rgb,rgb/Gray_Davis_0019.ppm,0.2381,0.1378,0.3972,0.3426,0.3886,0.0001
lfw,all,rgb,rgb/Gray_Davis_0020.ppm,0.2860,0.2702,0.2587,0.2241,0.0204,0.0012
lfw,all,rgb,rgb/Gray_Davis_0021.ppm,0.3323,0.3169,0.0960,0.1175,0.1119,0.0003
lfw,all,rgb,rgb/Gray_Davis_0022.ppm,0.1461,0.0996,0.4221,0.3859,0.0469,0.0000
lfw,all,rgb,rgb/Gray_Davis_0023.ppm,0.2754,0.3270,0.1373,0.1912,0.0159,0.0000
lfw,all,rgb,rgb/Gray_Davis_0024.ppm,0.3115,0.3266,0.0862,0.1275,0.3919,0.0003
lfw,all,rgb,rgb/Gray_Davis_0025.ppm,0.3880,0.3137,0.0990,0.0596,0.4351,0.0009
lfw,all,rgb,rgb/Gray_Davis_0026.ppm,0.2915,0.2018,0.2119,0.1884,0.1381,0.0001
lfw,all,rgb,rgb/Greg_Frers_0001.ppm,0.3394,0.3345,0.1252,0.0919,0.1170,0.0135
lfw,all,rgb,rgb/Greg_Gilbert_0001.ppm,0.2770,0.3736,0.0905,0.1370,0.0008,0.0002
lfw,all,rgb,rgb/Greg_Gilbert_0002.ppm,0.2585,0.2758,0.1642,0.1387,0.0042,0.0000
lfw,all,rgb,rgb/Greg_Hennigar_0001.ppm,0.3515,0.3009,0.0801,0.0545,0.0039,0.0001
lfw,all,rgb,rgb/Greg_Hodge_0001.ppm,0.2529,0.2020,0.3491,0.2114,0.0049,0.0005
lfw,all,rgb,rgb/Greg_Kinnear_0001.ppm,0.2267,0.2615,0.3219,0.2680,0.0368,0.0090
lfw,all,rgb,rgb/Greg_Kinsey_0001.ppm,0.0584,0.0754,0.8266,0.7212,0.0003,0.3351
lfw,all,rgb,rgb/Greg_Ostertag_0001.ppm,0.2510,0.2438,0.4189,0.3589,0.0156,0.0002
lfw,all,rgb,rgb/Greg_Ostertag_0002.ppm,0.3320,0.4176,0.0554,0.0622,0.1359,0.0004
lfw,all,rgb,rgb/Greg_Owen_0001.ppm,0.2460,0.2318,0.2692,0.1697,0.0521,0.0010
lfw,all,rgb,rgb/Greg_Owen_0002.ppm,0.2655,0.2249,0.2614,0.1954,0.0640,0.0000
lfw,all,rgb,rgb/Greg_Rusedski_0001.ppm,0.2837,0.3225,0.1322,0.0845,0.0361,0.0000
lfw,all,rgb,rgb/Greg_Rusedski_0002.ppm,0.2985,0.2344,0.1810,0.1842,0.0829,0.0001
lfw,all,rgb,rgb/Greg_Rusedski_0003.ppm,0.2313,0.2872,0.1203,0.1878,0.3556,0.0001
lfw,all,rgb,rgb/Greg_Rusedski_0004.ppm,0.2426,0.2694,0.2052,0.1709,0.1629,0.0000
lfw,all,rgb,rgb/Gregg_Berhalter_0001.ppm,0.3380,0.2687,0.1396,0.1226,0.5438,0.0524
lfw,all,rgb,rgb/Gregg_Popovich_0001.ppm,0.2775,0.3198,0.1065,0.1395,0.4436,0.0008
lfw,all,rgb,rgb/Gregg_Popovich_0002.ppm,0.1915,0.2395,0.2380,0.2654,0.0751,0.0000
lfw,all,rgb,rgb/Gregg_Popovich_0003.ppm,0.3233,0.2884,0.2062,0.0839,0.1109,0.0042
lfw,all,rgb,rgb/Gregg_Popovich_0004.ppm,0.2265,0.2568,0.1974,0.2315,0.4185,0.0000
lfw,all,rgb,rgb/Gregg_Popovich_0005.ppm,0.2492,0.2230,0.1939,0.1856,0.5173,0.0004
lfw,all,rgb,rgb/Gregor_Gysi_0001.ppm,0.2740,0.3671,0.2953,0.2468,0.0010,0.0073
lfw,all,rgb,rgb/Gregorio_Honasan_0001.ppm,0.2363,0.2794,0.1929,0.2061,0.0608,0.1076
lfw,all,rgb,rgb/Gregorio_Rosal_0001.ppm,0.2633,0.2138,0.2500,0.1648,0.3130,0.0531
lfw,all,rgb,rgb/Gregory_Geoffroy_0001.ppm,0.2746,0.1962,0.3607,0.2866,0.0046,0.0124
lfw,all,rgb,rgb/Gregory_Geoffroy_0002.ppm,0.3189,0.3360,0.0755,0.1004,0.0593,0.0467
lfw,all,rgb,rgb/Gregory_Hines_0001.ppm,0.3909,0.2976,0.1656,0.0677,0.0011,0.8616
lfw,all,rgb,rgb/Gregory_Hines_0002.ppm,0.1829,0.1530,0.6002,0.4172,0.2269,0.4743
lfw,all,rgb,rgb/Gregory_Peck_0001.ppm,0.3464,0.3527,0.0681,0.0243,0.0036,0.0027
lfw,all,rgb,rgb/Gretchen_Mol_0001.ppm,0.3458,0.2897,0.1417,0.0243,0.0779,0.0010
lfw,all,rgb,rgb/Griffin_Colvin_0001.ppm,0.3437,0.2892,0.2522,0.1253,0.3348,0.1928
lfw,all,rgb,rgb/Gro_Harlem_Brundtland_0001.ppm,0.3366,0.3628,0.0587,0.0507,0.0116,0.2650
lfw,all,rgb,rgb/Gro_Harlem_Brundtland_0002.ppm,0.0736,0.2206,0.1910,0.5933,0.0018,0.0035
lfw,all,rgb,rgb/Guangdong_Ou_Guangyuan_0001.ppm,0.2956,0.3016,0.1253,0.1116,0.0036,0.0035
lfw,all,rgb,rgb/Guennadi_Chipouline_0001.ppm,0.2879,0.2808,0.1022,0.0471,0.3451,0.0002
lfw,all,rgb,rgb/Guenter_Verheugen_0001.ppm,0.1379,0.1552,0.4389,0.3656,0.0024,0.0000
lfw,all,rgb,rgb/Guido_Westerwelle_0001.ppm,0.2870,0.2721,0.1350,0.1031,0.0163,0.0001
lfw,all,rgb,rgb/Guido_Westerwelle_0002.ppm,0.3171,0.3252,0.0786,0.0458,0.0015,0.0494
lfw,all,rgb,rgb/Guillaume_Cannet_0001.ppm,0.1277,0.0599,0.5585,0.3173,0.0020,0.0000
lfw,all,rgb,rgb/Guillaume_Depardieu_0001.ppm,0.2750,0.2911,0.1985,0.1281,0.0041,0.0000
lfw,all,rgb,rgb/Guillaume_Soro_0001.ppm,0.2394,0.2959,0.0519,0.3404,0.0013,0.0118
lfw,all,rgb,rgb/Guillaume_Soro_0002.ppm,0.3300,0.3246,0.0436,0.0259,0.0073,0.0119
lfw,all,rgb,rgb/Guillermo_Canas_0001.ppm,0.1598,0.1731,0.3209,0.4269,0.1302,0.0014
lfw,all,rgb,rgb/Guillermo_Canas_0002.ppm,0.3190,0.3147,0.1211,0.0419,0.0036,0.0019
lfw,all,rgb,rgb/Guillermo_Canas_0003.ppm,0.3320,0.3488,0.0593,0.0495,0.0974,0.0004
lfw,all,rgb,rgb/Guillermo_Canas_0004.ppm,0.3273,0.3532,0.0427,0.0461,0.0170,0.0001
lfw,all,rgb,rgb/Guillermo_Coria_0001.ppm,0.1537,0.1136,0.4945,0.3046,0.0467,0.0599
lfw,all,rgb,rgb/Guillermo_Coria_0002.ppm,0.1527,0.1205,0.4276,0.2973,0.1338,0.3315
lfw,all,rgb,rgb/Guillermo_Coria_0003.ppm,0.1793,0.1316,0.5112,0.2675,0.1866,0.5068
lfw,all,rgb,rgb/Guillermo_Coria_0004.ppm,0.2741,0.2275,0.1973,0.0798,0.0105,0.0004
lfw,all,rgb,rgb/Guillermo_Coria_0005.ppm,0.2246,0.1957,0.3144,0.0855,0.0923,0.1584
lfw,all,rgb,rgb/Guillermo_Coria_0006.ppm,0.2989,0.3014,0.0889,0.0544,0.8379,0.0006
lfw,all,rgb,rgb/Guillermo_Coria_0007.ppm,0.1848,0.1426,0.6132,0.3398,0.0718,0.2032
lfw,all,rgb,rgb/Guillermo_Coria_0008.ppm,0.3144,0.3057,0.1150,0.0289,0.0388,0.0003
lfw,all,rgb,rgb/Guillermo_Coria_0009.ppm,0.0961,0.0812,0.5950,0.5352,0.1372,0.0430
lfw,all,rgb,rgb/Guillermo_Coria_0010.ppm,0.1778,0.1169,0.6596,0.3998,0.0096,0.0657
lfw,all,rgb,rgb/Guillermo_Coria_0011.ppm,0.1932,0.1476,0.3787,0.2565,0.0445,0.0289
lfw,all,rgb,rgb/Guillermo_Coria_0012.ppm,0.2156,0.1316,0.4147,0.1925,0.1321,0.0748
lfw,all,rgb,rgb/Guillermo_Coria_0013.ppm,0.3117,0.2258,0.2067,0.0362,0.0213,0.0053
lfw,all,rgb,rgb/Guillermo_Coria_0014.ppm,0.1574,0.0854,0.5117,0.2654,0.1530,0.2745
lfw,all,rgb,rgb/Guillermo_Coria_0015.ppm,0.2711,0.1628,0.3253,0.0767,0.1171,0.1187
lfw,all,rgb,rgb/Guillermo_Coria_0016.ppm,0.2084,0.0707,0.5816,0.1999,0.1076,0.0566
lfw,all,rgb,rgb/Guillermo_Coria_0017.ppm,0.2491,0.1615,0.3398,0.1254,0.0313,0.0051
lfw,all,rgb,rgb/Guillermo_Coria_0018.ppm,0.1959,0.1782,0.2853,0.2664,0.1784,0.0069
lfw,all,rgb,rgb/Guillermo_Coria_0019.ppm,0.2383,0.2466,0.2685,0.2099,0.1585,0.0133
lfw,all,rgb,rgb/Guillermo_Coria_0020.ppm,0.2691,0.2958,0.1457,0.1248,0.1437,0.0002
lfw,all,rgb,rgb/Guillermo_Coria_0021.ppm,0.1247,0.0987,0.7098,0.4740,0.1134,0.3091
lfw,all,rgb,rgb/Guillermo_Coria_0022.ppm,0.1862,0.1280,0.4953,0.3066,0.1538,0.0263
lfw,all,rgb,rgb/Guillermo_Coria_0023.ppm,0.2036,0.1319,0.4719,0.2997,0.0097,0.0176
lfw,all,rgb,rgb/Guillermo_Coria_0024.ppm,0.0995,0.1216,0.5731,0.4620,0.1689,0.0878
lfw,all,rgb,rgb/Guillermo_Coria_0025.ppm,0.2588,0.2573,0.1755,0.0981,0.0003,0.0125
lfw,all,rgb,rgb/Guillermo_Coria_0026.ppm,0.2623,0.2800,0.2241,0.1593,0.0075,0.0032
lfw,all,rgb,rgb/Guillermo_Coria_0027.ppm,0.2306,0.1605,0.4990,0.2921,0.0966,0.0378
lfw,all,rgb,rgb/Guillermo_Coria_0028.ppm,0.2838,0.2976,0.1613,0.0725,0.0126,0.0013
lfw,all,rgb,rgb/Guillermo_Coria_0029.ppm,0.4673,0.2970,0.1670,0.0100,0.0047,0.0093
lfw,all,rgb,rgb/Guillermo_Coria_0030.ppm,0.2536,0.2266,0.2479,0.1455,0.0214,0.0093
lfw,all,rgb,rgb/Guillermo_Monroy_0001.ppm,0.2106,0.1280,0.3828,0.2115,0.0101,0.0001
lfw,all,rgb,rgb/Guillermo_Ortiz_0001.ppm,0.3255,0.2789,0.2380,0.0711,0.0013,0.0100
lfw,all,rgb,rgb/Guillermo_Ortiz_0002.ppm,0.2975,0.2822,0.1896,0.1753,0.0297,0.0017
lfw,all,rgb,rgb/Guillermo_Ruiz_Polanco_0001.ppm,0.2667,0.2899,0.2476,0.1682,0.0123,0.0024
lfw,all,rgb,rgb/Gunilla_Backman_0001.ppm,0.2846,0.3526,0.1442,0.1479,0.0028,0.0082
lfw,all,rgb,rgb/Gunter_Pleuger_0001.ppm,0.3731,0.3075,0.1968,0.1863,0.0159,0.0005
lfw,all,rgb,rgb/Gunter_Pleuger_0002.ppm,0.0189,0.0178,0.8315,0.6946,0.0127,0.0034
lfw,all,rgb,rgb/Gunter_Pleuger_0003.ppm,0.3003,0.3102,0.1154,0.1506,0.0787,0.0001
lfw,all,rgb,rgb/Gunter_Pleuger_0004.ppm,0.2663,0.2826,0.2232,0.1935,0.0461,0.0003
lfw,all,rgb,rgb/Gunter_Pleuger_0005.ppm,0.3027,0.3137,0.1003,0.1499,0.1191,0.0002
lfw,all,rgb,rgb/Gunter_Pleuger_0006.ppm,0.3034,0.3168,0.1388,0.0777,0.1623,0.0000
lfw,all,rgb,rgb/Gunter_Pleuger_0007.ppm,0.2190,0.3872,0.3238,0.5665,0.0269,0.0108
lfw,all,rgb,rgb/Gus_Frerotte_0001.ppm,0.1365,0.1095,0.4644,0.3568,0.0154,0.0000
lfw,all,rgb,rgb/Gus_Van_Sant_0001.ppm,0.3921,0.4172,0.0138,0.0088,0.0059,0.0001
lfw,all,rgb,rgb/Gus_Van_Sant_0002.ppm,0.3938,0.4079,0.0148,0.0072,0.0024,0.0002
lfw,all,rgb,rgb/Gus_Van_Sant_0003.ppm,0.3018,0.3558,0.0879,0.1000,0.0028,0.0001
lfw,all,rgb,rgb/Gustavo_Cisneros_0001.ppm,0.4210,0.4350,0.0171,0.0065,0.0056,0.0001
lfw,all,rgb,rgb/Gustavo_Franco_0001.ppm,0.2719,0.3048,0.1372,0.1188,0.1796,0.0001
lfw,all,rgb,rgb/Gustavo_Kuerten_0001.ppm,0.1709,0.2359,0.2186,0.4542,0.0188,0.0336
lfw,all,rgb,rgb/Gustavo_Kuerten_0002.ppm,0.2375,0.2857,0.1492,0.2551,0.0196,0.0984
lfw,all,rgb,rgb/Gustavo_Kuerten_0003.ppm,0.2592,0.2902,0.1466,0.1659,0.2287,0.0019
lfw,all,rgb,rgb/Gustavo_Noboa_0001.ppm,0.2298,0.1447,0.3005,0.2681,0.0295,0.0000
lfw,all,rgb,rgb/Gustavo_Terrazas_0001.ppm,0.3260,0.3751,0.0498,0.0283,0.0001,0.0081
lfw,all,rgb,rgb/Guus_Hiddink_0001.ppm,0.3672,0.3849,0.0345,0.0192,0.0017,0.0000
lfw,all,rgb,rgb/Guy_Hemmings_0001.ppm,0.2546,0.3003,0.1885,0.1333,0.0127,0.0017
lfw,all,rgb,rgb/Guy_Hemmings_0002.ppm,0.3443,0.3488,0.0879,0.0421,0.4179,0.0007
lfw,all,rgb,rgb/Guy_Ritchie_0001.ppm,0.2929,0.3811,0.1634,0.0965,0.0075,0.0039
lfw,all,rgb,rgb/Guy_Ritchie_0002.ppm,0.4372,0.3978,0.0269,0.0083,0.0035,0.0017
lfw,all,rgb,rgb/Guy_Verhofstadt_0001.ppm,0.1990,0.3722,0.1097,0.3760,0.0474,0.0001
lfw,all,rgb,rgb/Gwen_Stefani_0001.ppm,0.2466,0.2593,0.2063,0.2169,0.0701,0.0053
lfw,all,rgb,rgb/Gwendal_Peizerat_0001.ppm,0.2942,0.2937,0.1066,0.0853,0.0199,0.0006
lfw,all,rgb,rgb/Gwendal_Peizerat_0002.ppm,0.2792,0.3544,0.1382,0.0512,0.0004,0.0196
lfw,all,rgb,rgb/Gwendal_Peizerat_0003.ppm,0.2495,0.2567,0.2673,0.2960,0.0317,0.3935
lfw,all,rgb,rgb/Gwyneth_Paltrow_0001.ppm,0.3005,0.3043,0.0895,0.0707,0.0026,0.0020
lfw,all,rgb,rgb/Gwyneth_Paltrow_0002.ppm,0.2954,0.4491,0.0641,0.1004,0.1427,0.0402
lfw,all,rgb,rgb/Gwyneth_Paltrow_0003.ppm,0.3784,0.3155,0.0561,0.0239,0.0131,0.0090
lfw,all,rgb,rgb/Gwyneth_Paltrow_0004.ppm,0.3458,0.3510,0.0634,0.0218,0.0817,0.0158
lfw,all,rgb,rgb/Gwyneth_Paltrow_0005.ppm,0.3507,0.2955,0.0660,0.0261,0.0013,0.0061
lfw,all,rgb,rgb/Gwyneth_Paltrow_0006.ppm,0.3178,0.2716,0.1095,0.0453,0.0042,0.0019
lfw,all,rgb,rgb/Habib_Hisham_0001.ppm,0.3425,0.2953,0.0529,0.0313,0.0016,0.0048
lfw,all,rgb,rgb/Habib_Rizieq_0001.ppm,0.3206,0.2939,0.1067,0.0353,0.0928,0.0045
lfw,all,rgb,rgb/Habib_Rizieq_0002.ppm,0.2307,0.3244,0.1602,0.3103,0.0003,0.0020
lfw,all,rgb,rgb/Habib_Rizieq_0003.ppm,0.0252,0.0224,0.7499,0.7162,0.0002,0.0019
lfw,all,rgb,rgb/Habib_Rizieq_0004.ppm,0.2873,0.2835,0.0964,0.1073,0.3262,0.1331
lfw,all,rgb,rgb/Habib_Rizieq_0005.ppm,0.1783,0.0744,0.6060,0.4086,0.0186,0.0049
lfw,all,rgb,rgb/Hadley_Bilger_0001.ppm,0.2535,0.2557,0.1618,0.1904,0.0814,0.0033
lfw,all,rgb,rgb/Hal_Gehman_0001.ppm,0.3973,0.3877,0.0662,0.0074,0.0564,0.0772
lfw,all,rgb,rgb/Hal_Gehman_0002.ppm,0.2443,0.2894,0.1910,0.2268,0.1042,0.0002
lfw,all,rgb,rgb/Hal_Gehman_0003.ppm,0.3524,0.3403,0.1044,0.0576,0.0274,0.0001
lfw,all,rgb,rgb/Hal_Gehman_0004.ppm,0.3765,0.3827,0.0542,0.0390,0.0370,0.0002
lfw,all,rgb,rgb/Hal_Gehman_0005.ppm,0.3599,0.3605,0.0662,0.0232,0.1016,0.0028
lfw,all,rgb,rgb/Hal_McCoy_0001.ppm,0.2842,0.2503,0.1628,0.1246,0.1129,0.0000
lfw,all,rgb,rgb/Hal_Sellers_0001.ppm,0.3591,0.3549,0.0718,0.0271,0.0077,0.0004
lfw,all,rgb,rgb/Hal_Sutton_0001.ppm,0.1879,0.1932,0.3188,0.2159,0.0079,0.0000
lfw,all,rgb,rgb/Hal_Sutton_0002.ppm,0.1452,0.1122,0.4398,0.3345,0.1309,0.5725
lfw,all,rgb,rgb/Halbert_Fillinger_0001.ppm,0.3122,0.2911,0.1094,0.0929,0.0026,0.0000
lfw,all,rgb,rgb/Halle_Berry_0001.ppm,0.2867,0.3709,0.0494,0.0684,0.0913,0.0065
lfw,all,rgb,rgb/Halle_Berry_0002.ppm,0.3059,0.3237,0.0587,0.0525,0.3182,0.0004
lfw,all,rgb,rgb/Halle_Berry_0003.ppm,0.3423,0.2764,0.0943,0.0733,0.2223,0.0148
lfw,all,rgb,rgb/Halle_Berry_0004.ppm,0.3233,0.3060,0.0748,0.0311,0.1004,0.0081
lfw,all,rgb,rgb/Halle_Berry_0005.ppm,0.3200,0.3770,0.0332,0.0344,0.0112,0.0072
lfw,all,rgb,rgb/Halle_Berry_0006.ppm,0.3571,0.3414,0.0354,0.0172,0.0440,0.0099
lfw,all,rgb,rgb/Halle_Berry_0007.ppm,0.3075,0.3085,0.0895,0.0656,0.0936,0.0018
lfw,all,rgb,rgb/Halle_Berry_0008.ppm,0.3769,0.2938,0.0636,0.0341,0.0097,0.0081
lfw,all,rgb,rgb/Halle_Berry_0009.ppm,0.2882,0.3616,0.0726,0.0268,0.0001,0.0087
lfw,all,rgb,rgb/Halle_Berry_0010.ppm,0.3454,0.3407,0.0459,0.0147,0.0062,0.0048
lfw,all,rgb,rgb/Halle_Berry_0011.ppm,0.3363,0.3347,0.0457,0.0238,0.0031,0.0575
lfw,all,rgb,rgb/Halle_Berry_0012.ppm,0.3670,0.3746,0.0233,0.0157,0.0951,0.0029
lfw,all,rgb,rgb/Halle_Berry_0013.ppm,0.3702,0.4127,0.0126,0.0125,0.0030,0.5863
lfw,all,rgb,rgb/Halle_Berry_0014.ppm,0.2865,0.3311,0.1859,0.0778,0.2908,0.0050
lfw,all,rgb,rgb/Halle_Berry_0015.ppm,0.1162,0.1155,0.4429,0.4309,0.0446,0.0001
lfw,all,rgb,rgb/Halle_Berry_0016.ppm,0.3123,0.3573,0.0607,0.0453,0.0005,0.0045
lfw,all,rgb,rgb/Ham_Pong-sil_0001.ppm,0.3104,0.3132,0.1292,0.0634,0.0009,0.0267
lfw,all,rgb,rgb/Hama_Arba_Diallo_0001.ppm,0.2749,0.2269,0.3109,0.0801,0.0000,0.0001
lfw,all,rgb,rgb/Hamad_Bin_Isa_al-Khalifa_0001.ppm,0.0873,0.0778,0.4967,0.4659,0.1651,0.0002
lfw,all,rgb,rgb/Hamad_Bin_Jassim_0001.ppm,0.2112,0.2811,0.1473,0.2011,0.0026,0.0267
lfw,all,rgb,rgb/Hamid_Efendi_0001.ppm,0.3329,0.3158,0.1231,0.0929,0.0148,0.0071
lfw,all,rgb,rgb/Hamid_Karzai_0001.ppm,0.1417,0.1856,0.4486,0.4405,0.0842,0.1187
lfw,all,rgb,rgb/Hamid_Karzai_0002.ppm,0.3130,0.3057,0.0815,0.0618,0.0114,0.0029
lfw,all,rgb,rgb/Hamid_Karzai_0003.ppm,0.3050,0.2947,0.1715,0.0923,0.0138,0.0332
lfw,all,rgb,rgb/Hamid_Karzai_0004.ppm,0.2299,0.2135,0.3277,0.3113,0.0576,0.1428
lfw,all,rgb,rgb/Hamid_Karzai_0005.ppm,0.1539,0.1507,0.4296,0.2716,0.0017,0.0024
lfw,all,rgb,rgb/Hamid_Karzai_0006.ppm,0.3120,0.3520,0.1288,0.1758,0.0679,0.0007
lfw,all,rgb,rgb/Hamid_Karzai_0007.ppm,0.3122,0.3498,0.0717,0.0444,0.0337,0.0141
lfw,all,rgb,rgb/Hamid_Karzai_0008.ppm,0.3280,0.3778,0.1014,0.0782,0.0008,0.0011
lfw,all,rgb,rgb/Hamid_Karzai_0009.ppm,0.2359,0.3490,0.2094,0.2718,0.0008,0.0033
lfw,all,rgb,rgb/Hamid_Karzai_0010.ppm,0.1386,0.1430,0.4672,0.3533,0.0031,0.0000
lfw,all,rgb,rgb/Hamid_Karzai_0011.ppm,0.2335,0.2571,0.2174,0.1901,0.0022,0.0011
lfw,all,rgb,rgb/Hamid_Karzai_0012.ppm,0.2606,0.2374,0.1840,0.1761,0.0112,0.0004
lfw,all,rgb,rgb/Hamid_Karzai_0013.ppm,0.3320,0.3008,0.1406,0.0987,0.0058,0.0001
lfw,all,rgb,rgb/Hamid_Karzai_0014.ppm,0.2336,0.3101,0.1503,0.3241,0.0074,0.0027
lfw,all,rgb,rgb/Hamid_Karzai_0015.ppm,0.3116,0.2654,0.2203,0.2548,0.0077,0.0485
lfw,all,rgb,rgb/Hamid_Karzai_0016.ppm,0.3134,0.3530,0.0816,0.0992,0.2378,0.0036
lfw,all,rgb,rgb/Hamid_Karzai_0017.ppm,0.2477,0.2500,0.2593,0.2532,0.1932,0.0491
lfw,all,rgb,rgb/Hamid_Karzai_0018.ppm,0.2678,0.1937,0.3085,0.1044,0.0214,0.0015
lfw,all,rgb,rgb/Hamid_Karzai_0019.ppm,0.1944,0.3464,0.3110,0.3618,0.0089,0.0000
lfw,all,rgb,rgb/Hamid_Karzai_0020.ppm,0.1246,0.2132,0.2209,0.3882,0.0066,0.0000
lfw,all,rgb,rgb/Hamid_Karzai_0021.ppm,0.3791,0.3142,0.1059,0.0197,0.0026,0.0179
lfw,all,rgb,rgb/Hamid_Karzai_0022.ppm,0.3229,0.3165,0.1390,0.0706,0.0024,0.0096
lfw,all,rgb,rgb/Hamid_Reza_Asefi_0001.ppm,0.3458,0.2865,0.1340,0.1025,0.0060,0.0005
lfw,all,rgb,rgb/Hamza_Atiya_Muhsen_0001.ppm,0.2718,0.2812,0.1909,0.1689,0.0011,0.0128
lfw,all,rgb,rgb/Hamzah_Haz_0001.ppm,0.2390,0.2268,0.1933,0.1699,0.2390,0.0225
lfw,all,rgb,rgb/Hamzah_Haz_0002.ppm,0.3040,0.3179,0.0942,0.0699,0.0040,0.0074
lfw,all,rgb,rgb/Han_Sung_Joo_0001.ppm,0.3297,0.3590,0.0723,0.0467,0.1627,0.3303
lfw,all,rgb,rgb/Hana_Makhmalbaf_0001.ppm,0.2953,0.3200,0.1272,0.1055,0.0500,0.0668
lfw,all,rgb,rgb/Hana_Sadiq_0001.ppm,0.1168,0.0949,0.5066,0.2752,0.0121,0.0060
lfw,all,rgb,rgb/Hana_Urushima_0001.ppm,0.3685,0.2455,0.1574,0.1620,0.0006,0.0117
lfw,all,rgb,rgb/Hanan_Ashrawi_0001.ppm,0.3537,0.3788,0.0242,0.0144,0.1406,0.0455
lfw,all,rgb,rgb/Hanan_Ashrawi_0002.ppm,0.1916,0.2235,0.2114,0.2900,0.0763,0.0135
lfw,all,rgb,rgb/Hank_Aaron_0001.ppm,0.2468,0.2630,0.1868,0.1601,0.0845,0.0015
lfw,all,rgb,rgb/Hank_Azaria_0001.ppm,0.3725,0.3225,0.0594,0.0394,0.0030,0.0133
lfw,all,rgb,rgb/Hank_Bass_0001.ppm,0.3672,0.3377,0.0550,0.0267,0.0826,0.0000
lfw,all,rgb,rgb/Hank_McKinnell_0001.ppm,0.2608,0.2585,0.1970,0.1480,0.0246,0.0001
lfw,all,rgb,rgb/Hank_Stram_0001.ppm,0.2558,0.2624,0.1845,0.1871,0.0458,0.0001
lfw,all,rgb,rgb/Hannah_Stockbauer_0001.ppm,0.3473,0.3517,0.0756,0.0399,0.0009,0.0043
lfw,all,rgb,rgb/Hannah_Stockbauer_0002.ppm,0.4032,0.3520,0.0395,0.0113,0.0003,0.0263
lfw,all,rgb,rgb/Hanns_Schumacher_0001.ppm,0.2258,0.2830,0.2317,0.3966,0.0359,0.0046
lfw,all,rgb,rgb/Hans-Christian_Schmid_0001.ppm,0.4235,0.3425,0.0853,0.1034,0.0006,0.0013
lfw,all,rgb,rgb/Hans_Blix_0001.ppm,0.1708,0.0937,0.5061,0.3525,0.0187,0.0001
lfw,all,rgb,rgb/Hans_Blix_0002.ppm,0.2647,0.2188,0.4606,0.1551,0.0177,0.0005
lfw,all,rgb,rgb/Hans_Blix_0003.ppm,0.2753,0.2682,0.0434,0.6560,0.0167,0.0390
lfw,all,rgb,rgb/Hans_Blix_0004.ppm,0.1351,0.1112,0.5857,0.5052,0.0203,0.0012
lfw,all,rgb,rgb/Hans_Blix_0005.ppm,0.2010,0.2494,0.3248,0.3376,0.1304,0.0001
lfw,all,rgb,rgb/Hans_Blix_0006.ppm,0.3167,0.2998,0.1969,0.1261,0.0184,0.0005
lfw,all,rgb,rgb/Hans_Blix_0007.ppm,0.2972,0.3208,0.0989,0.0924,0.0291,0.0007
lfw,all,rgb,rgb/Hans_Blix_0008.ppm,0.2393,0.2791,0.2983,0.2219,0.0143,0.0000
lfw,all,rgb,rgb/Hans_Blix_0009.ppm,0.2398,0.2302,0.2963,0.1907,0.0038,0.0008
lfw,all,rgb,rgb/Hans_Blix_0010.ppm,0.3104,0.3407,0.0852,0.0573,0.0095,0.0001
lfw,all,rgb,rgb/Hans_Blix_0011.ppm,0.0953,0.0694,0.9543,0.9687,0.0508,0.0001
lfw,all,rgb,rgb/Hans_Blix_0012.ppm,0.2190,0.2391,0.2111,0.8829,0.1495,0.0002
lfw,all,rgb,rgb/Hans_Blix_0013.ppm,0.2541,0.1498,0.4340,0.2266,0.1097,0.0003
lfw,all,rgb,rgb/Hans_Blix_0014.ppm,0.2618,0.3005,0.1629,0.1613,0.0130,0.0000
lfw,all,rgb,rgb/Hans_Blix_0015.ppm,0.2937,0.1071,0.5893,0.2034,0.0011,0.0005
lfw,all,rgb,rgb/Hans_Blix_0016.ppm,0.2406,0.2027,0.3241,0.2165,0.0189,0.2311
lfw,all,rgb,rgb/Hans_Blix_0017.ppm,0.1544,0.1235,0.5266,0.3605,0.0178,0.0000
lfw,all,rgb,rgb/Hans_Blix_0018.ppm,0.2427,0.2136,0.3434,0.2502,0.1477,0.0001
lfw,all,rgb,rgb/Hans_Blix_0019.ppm,0.2345,0.2822,0.3312,0.2631,0.0109,0.0041
lfw,all,rgb,rgb/Hans_Blix_0020.ppm,0.2132,0.1856,0.3279,0.2441,0.0075,0.0001
